Travel Start Date,Travel End Date,Origin City,Destination City,Segment Count,Distance,CO2 Emission,Air Expense,Mode
1/23/23,1/26/23,London,Frankfurt,2,1241.76,338.48,289.16,Air
2023-12-06 00:00:00,6/16/23,London,Frankfurt,2,1241.76,338.48,352.22,Air
2022-05-12 00:00:00,2022-08-12 00:00:00,London,Frankfurt,2,1241.76,305.31,256.86,Air
2023-11-09 00:00:00,9/15/23,London,Frankfurt,2,1241.76,338.48,296.12,Air
9/20/22,9/20/22,London,Frankfurt,1,620.88,152.66,185.46,Air
2022-07-11 00:00:00,2022-11-11 00:00:00,London,Frankfurt,2,1241.76,305.31,209.96,Air
2023-06-02 00:00:00,2023-09-02 00:00:00,London,Frankfurt,2,1241.76,338.48,370.66,Air
3/24/23,3/24/23,Frankfurt,London,1,620.88,169.24,215.0,Air
2023-06-04 00:00:00,2023-06-04 00:00:00,Frankfurt,London,1,620.88,169.24,322.3,Air
6/13/22,6/16/22,London,Frankfurt,2,1241.76,305.31,648.76,Air
6/26/23,6/26/23,London,Frankfurt,1,620.88,169.24,238.12,Air
5/22/23,5/26/23,London,Frankfurt,2,1241.76,338.48,380.82,Air
5/22/23,5/22/23,London,Frankfurt,1,620.88,169.24,558.72,Air
7/17/23,7/21/23,London,Frankfurt,2,1241.76,338.48,351.82,Air
5/17/22,5/19/22,London,Frankfurt,2,1241.76,305.31,334.76,Air
2023-01-10 00:00:00,2023-05-10 00:00:00,London,Frankfurt,2,1308.3,356.62,304.18,Air
11/15/22,11/18/22,London,Paris,2,650.02,159.82,54.54,Air
2023-09-01 00:00:00,1/13/23,London,Frankfurt,2,1241.76,338.48,284.56,Air
2022-01-12 00:00:00,2022-01-12 00:00:00,London,Frankfurt,1,620.88,152.66,185.46,Air
3/28/23,3/28/23,London,Frankfurt,1,620.88,169.24,157.12,Air
2/24/23,2/24/23,Frankfurt,London,1,620.88,169.24,263.6,Air
2023-10-03 00:00:00,2023-10-03 00:00:00,Paris,London,1,348.74,95.06,155.8,Air
2023-07-03 00:00:00,2023-11-03 00:00:00,London,Paris,2,650.02,177.18,106.59,Air
3/27/23,3/27/23,Glasgow,London,2,1109.97,302.56,408.03,Air
1/20/20,1/24/20,Manchester,Paris,2,1182.04,288.77,231.74,Air
1/22/20,1/22/20,Manchester,Paris,1,591.02,144.39,50.54,Air
2023-09-01 00:00:00,2023-12-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,539.68,Air
5/23/23,5/30/23,Manchester,Frankfurt,2,1665.56,304.58,460.67,Air
2022-06-12 00:00:00,2022-08-12 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,395.08,Air
2023-12-06 00:00:00,6/15/23,Manchester,Frankfurt,2,1665.56,304.58,705.57,Air
6/19/23,6/21/23,Manchester,Frankfurt,2,1665.56,304.58,565.37,Air
2023-06-11 00:00:00,2023-09-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,577.58,Air
2023-10-10 00:00:00,2023-01-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,408.07,Air
2023-06-03 00:00:00,2023-09-03 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,291.18,Air
2/13/23,2/16/23,Manchester,Frankfurt,2,1665.56,304.58,352.28,Air
9/22/23,9/29/23,Manchester,Frankfurt,2,1665.56,304.58,407.77,Air
2/20/23,2/23/23,Manchester,Frankfurt,2,1665.56,304.58,371.88,Air
11/20/23,11/24/23,Manchester,Frankfurt,2,1665.56,304.58,260.38,Air
11/21/22,11/24/22,Manchester,Frankfurt,2,1665.56,251.53,288.08,Air
2022-08-11 00:00:00,2022-10-11 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,663.68,Air
11/28/22,2022-01-12 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,288.08,Air
11/14/22,11/17/22,Manchester,Frankfurt,2,1665.56,251.53,598.98,Air
2023-04-12 00:00:00,2023-12-12 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,319.98,Air
10/16/23,10/20/23,Manchester,Frankfurt,2,1665.56,304.58,266.47,Air
12/13/22,12/15/22,Manchester,Frankfurt,2,1665.56,251.53,395.08,Air
3/13/23,3/16/23,Manchester,Frankfurt,2,1665.56,304.58,476.88,Air
2023-09-08 00:00:00,2023-10-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,446.27,Air
8/14/23,8/17/23,Manchester,Frankfurt,2,1665.56,304.58,446.27,Air
2024-02-01 00:00:00,2024-09-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,426.68,Air
11/14/23,11/17/23,Manchester,Frankfurt,2,1665.56,304.58,312.38,Air
10/31/23,2023-03-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,446.97,Air
8/21/23,8/31/23,Manchester,Frankfurt,2,1665.56,304.58,325.67,Air
3/29/23,3/31/23,Manchester,Frankfurt,2,1665.56,304.58,802.08,Air
7/31/23,2023-03-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,446.37,Air
2023-11-04 00:00:00,4/13/23,Manchester,Frankfurt,2,1665.56,304.58,534.67,Air
2023-10-07 00:00:00,7/13/23,Manchester,Frankfurt,2,1665.56,304.58,379.97,Air
4/17/23,4/20/23,Manchester,Frankfurt,2,1665.56,304.58,409.97,Air
2023-05-06 00:00:00,2023-08-06 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,579.97,Air
2023-03-04 00:00:00,2023-05-04 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,400.81,Air
12/18/23,12/21/23,Manchester,Frankfurt,2,1665.56,304.58,261.18,Air
2023-06-02 00:00:00,2023-09-02 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,504.38,Air
10/23/23,10/23/23,Manchester,Frankfurt,1,832.78,152.29,227.57,Air
3/20/23,3/23/23,Manchester,Frankfurt,2,1665.56,304.58,352.38,Air
2023-02-10 00:00:00,2023-05-10 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,378.27,Air
7/24/23,7/27/23,Manchester,Frankfurt,2,1665.56,304.58,510.97,Air
1/17/23,1/17/23,Manchester,Frankfurt,1,832.78,152.29,181.28,Air
1/23/23,1/26/23,Manchester,Frankfurt,2,1665.56,304.58,264.28,Air
2023-03-01 00:00:00,2023-05-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,394.98,Air
7/17/23,7/20/23,Manchester,Frankfurt,2,1665.56,304.58,565.97,Air
4/24/23,4/26/23,Manchester,Frankfurt,2,1665.56,304.58,555.78,Air
2023-11-08 00:00:00,2023-11-08 00:00:00,London,Frankfurt,1,654.15,178.31,252.78,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,London,Frankfurt,2,1308.3,356.62,314.98,Air
10/25/23,10/25/23,London,Frankfurt,1,654.15,178.31,180.78,Air
5/22/23,5/26/23,London,Frankfurt,2,1308.3,356.62,408.58,Air
11/15/23,11/15/23,Frankfurt,London,1,654.15,178.31,316.2,Air
7/24/23,7/31/23,London,Frankfurt,2,1308.3,356.62,381.98,Air
2023-12-06 00:00:00,6/14/23,London,Frankfurt,2,1308.3,356.62,312.98,Air
8/22/23,8/22/23,Frankfurt,London,1,654.15,178.31,161.7,Air
2023-06-10 00:00:00,2023-06-10 00:00:00,Frankfurt,London,1,654.15,178.31,503.18,Air
10/22/23,10/22/23,Frankfurt,London,1,654.15,178.31,314.9,Air
2023-04-09 00:00:00,2023-04-09 00:00:00,London,Frankfurt,1,654.15,178.31,213.98,Air
2023-05-06 00:00:00,2023-09-06 00:00:00,London,Frankfurt,2,1308.3,356.62,268.58,Air
2023-11-12 00:00:00,2023-11-12 00:00:00,London,Frankfurt,1,654.15,178.31,205.68,Air
2023-02-05 00:00:00,2023-06-05 00:00:00,London,Frankfurt,2,1308.3,356.62,254.78,Air
2023-09-10 00:00:00,2023-09-10 00:00:00,London,Frankfurt,1,654.15,178.31,214.28,Air
2024-02-01 00:00:00,2024-10-01 00:00:00,London,Frankfurt,2,1308.3,356.62,198.79,Air
2023-07-10 00:00:00,2023-07-10 00:00:00,Frankfurt,London,1,654.15,178.31,384.2,Air
2023-04-12 00:00:00,2023-08-12 00:00:00,London,Frankfurt,2,1308.3,356.62,261.58,Air
5/15/23,5/19/23,London,Frankfurt,2,1308.3,356.62,289.88,Air
9/22/23,9/22/23,Frankfurt,London,1,654.15,178.31,161.7,Air
11/29/23,11/29/23,Frankfurt,London,1,654.15,178.31,264.0,Air
11/20/23,11/20/23,London,Frankfurt,1,654.15,178.31,154.88,Air
11/15/22,11/17/22,Manchester,Paris,2,1182.04,290.63,143.98,Air
8/25/21,8/26/21,Manchester,London,2,488.53,120.12,392.09,Air
1/20/20,1/24/20,Manchester,Paris,2,1182.04,288.77,214.54,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,300.87,Air
5/24/22,5/24/22,Manchester,Paris,1,591.02,145.31,95.99,Air
11/14/23,11/17/23,Manchester,Paris,2,1182.04,322.2,147.08,Air
2023-01-02 00:00:00,2023-01-02 00:00:00,Manchester,Paris,1,591.02,161.1,215.48,Air
6/18/23,6/18/23,Manchester,Paris,1,591.02,161.1,115.37,Air
7/31/23,7/31/23,London,Frankfurt,1,620.88,169.24,126.12,Air
10/27/23,10/27/23,London,Frankfurt,1,620.88,169.24,558.82,Air
5/13/22,5/13/22,Manchester,Frankfurt,1,832.78,125.77,211.47,Air
5/13/22,5/13/22,Frankfurt,London,1,620.88,152.66,140.7,Air
3/24/22,3/24/22,London,Frankfurt,1,654.15,160.84,104.97,Air
8/16/22,8/16/22,Frankfurt,London,1,620.88,152.66,191.7,Air
11/22/23,11/22/23,London,Frankfurt,1,620.88,169.24,157.12,Air
10/17/23,10/19/23,Manchester,Frankfurt,2,1665.56,304.58,446.17,Air
2023-05-10 00:00:00,2023-05-10 00:00:00,Paris,Frankfurt,1,448.83,122.34,239.0,Air
2023-08-02 00:00:00,2023-08-02 00:00:00,Frankfurt,London,1,620.88,169.24,185.2,Air
8/15/22,8/15/22,Manchester,Frankfurt,1,832.78,125.77,447.2,Air
2/21/23,2/21/23,Manchester,Frankfurt,2,1665.56,304.58,558.18,Air
2023-11-01 00:00:00,2023-12-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,476.58,Air
2023-03-08 00:00:00,2023-03-08 00:00:00,Frankfurt,London,1,620.88,169.24,212.0,Air
2023-07-02 00:00:00,2023-07-02 00:00:00,Manchester,Frankfurt,1,832.78,152.29,266.28,Air
7/26/23,7/26/23,Frankfurt,London,1,620.88,169.24,253.9,Air
2023-03-08 00:00:00,2023-03-08 00:00:00,Frankfurt,London,1,654.15,178.31,380.1,Air
2023-12-06 00:00:00,2023-12-06 00:00:00,London,Frankfurt,1,654.15,178.31,180.48,Air
2022-09-06 00:00:00,2022-09-06 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,652.8,Air
1/20/20,1/20/20,Manchester,Paris,1,591.02,144.39,52.99,Air
2020-10-03 00:00:00,2020-10-03 00:00:00,Manchester,Paris,1,591.02,144.39,82.99,Air
7/24/23,7/24/23,London,Frankfurt,1,654.15,178.31,267.68,Air
2/16/23,2/16/23,Manchester,Paris,1,591.02,161.1,134.99,Air
2023-01-02 00:00:00,2023-02-02 00:00:00,Manchester,Paris,2,1182.04,322.2,275.69,Air
3/16/23,3/16/23,Manchester,Paris,1,591.02,161.1,349.48,Air
2022-06-09 00:00:00,2022-07-09 00:00:00,Manchester,Frankfurt,2,1665.56,314.41,606.5,Air
2023-07-06 00:00:00,2023-07-06 00:00:00,Manchester,Paris,1,591.02,161.1,282.37,Air
2023-04-10 00:00:00,2023-04-10 00:00:00,Manchester,Paris,1,591.02,161.1,193.37,Air
2023-10-05 00:00:00,2023-12-05 00:00:00,Manchester,Paris,2,1182.04,322.2,197.25,Air
2022-09-11 00:00:00,2022-09-11 00:00:00,Manchester,Paris,1,591.02,145.31,72.99,Air
6/18/23,6/18/23,Manchester,Paris,1,591.02,161.1,54.99,Air
9/26/23,9/26/23,Frankfurt,Paris,1,448.83,122.34,192.9,Air
2022-11-10 00:00:00,2022-11-10 00:00:00,London,Frankfurt,1,654.15,160.84,282.37,Air
7/18/23,7/19/23,Manchester,Frankfurt,2,1665.56,304.58,739.77,Air
9/25/23,9/25/23,Manchester,Frankfurt,1,832.78,152.29,472.27,Air
2023-02-11 00:00:00,2023-02-11 00:00:00,Manchester,Frankfurt,1,832.78,152.29,298.48,Air
8/22/23,8/22/23,Manchester,Frankfurt,1,832.78,152.29,279.47,Air
8/15/23,8/15/23,Manchester,Frankfurt,1,832.78,152.29,691.87,Air
5/16/23,5/17/23,Manchester,Frankfurt,2,1665.56,304.58,675.27,Air
8/28/23,8/28/23,Manchester,Frankfurt,1,832.78,152.29,355.57,Air
2023-02-05 00:00:00,5/14/23,Manchester,Frankfurt,2,1665.56,304.58,317.0,Air
3/20/23,3/24/23,Manchester,Frankfurt,2,1665.56,304.58,351.68,Air
2023-02-10 00:00:00,2023-06-10 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,361.17,Air
9/26/23,9/29/23,Manchester,Frankfurt,2,1665.56,304.58,841.07,Air
2023-06-02 00:00:00,2023-10-02 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,352.28,Air
1/16/23,1/20/23,Manchester,Frankfurt,2,1665.56,380.72,524.38,Air
2023-03-04 00:00:00,2023-06-04 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,510.51,Air
2023-03-01 00:00:00,2023-06-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,333.98,Air
2023-11-04 00:00:00,4/14/23,Manchester,Frankfurt,2,1665.56,304.58,479.91,Air
1/23/23,1/27/23,Manchester,Frankfurt,2,1665.56,304.58,648.18,Air
1/30/23,2023-03-02 00:00:00,Manchester,Frankfurt,2,1665.56,380.72,525.38,Air
2/20/23,2/24/23,Manchester,Frankfurt,2,1665.56,304.58,290.38,Air
2023-06-03 00:00:00,2023-10-03 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,275.88,Air
2/13/23,2/16/23,Manchester,Frankfurt,2,1665.56,304.58,508.38,Air
2/27/23,2023-03-03 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,290.38,Air
2023-08-01 00:00:00,1/13/23,Manchester,Frankfurt,2,1665.56,304.58,617.48,Air
3/13/23,3/17/23,Manchester,Frankfurt,2,1665.56,304.58,290.38,Air
3/28/23,3/31/23,Manchester,Frankfurt,2,1665.56,304.58,431.18,Air
10/16/23,10/20/23,Glasgow,Frankfurt,2,2166.39,396.17,411.87,Air
2023-05-06 00:00:00,2023-09-06 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,537.77,Air
2023-10-07 00:00:00,7/13/23,Glasgow,Frankfurt,2,2166.39,396.17,372.17,Air
2023-09-10 00:00:00,2023-12-10 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,372.87,Air
7/17/23,7/20/23,Glasgow,Frankfurt,2,2166.39,396.17,495.57,Air
7/31/23,2023-03-08 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,411.17,Air
8/28/23,8/31/23,Glasgow,Frankfurt,2,2166.39,396.17,642.17,Air
2023-04-12 00:00:00,2023-07-12 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,412.47,Air
5/30/23,2023-02-06 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,518.97,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,413.67,Air
2023-12-06 00:00:00,6/15/23,Glasgow,Frankfurt,2,2166.39,396.17,591.37,Air
2022-02-08 00:00:00,2022-05-08 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,679.99,Air
2023-07-08 00:00:00,2023-10-08 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,831.27,Air
10/30/23,2023-03-11 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,412.57,Air
11/27/23,2023-01-12 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,413.27,Air
10/31/22,2022-04-11 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,410.19,Air
4/17/23,4/21/23,Glasgow,Frankfurt,2,2166.39,396.17,539.37,Air
2022-04-10 00:00:00,2022-07-10 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,384.59,Air
2023-01-03 00:00:00,2023-03-03 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,374.47,Air
6/26/23,6/28/23,Glasgow,Frankfurt,2,2166.39,396.17,590.47,Air
10/23/23,10/27/23,Glasgow,Frankfurt,2,2166.39,396.17,622.47,Air
2023-11-04 00:00:00,4/14/23,Glasgow,Frankfurt,2,2166.39,396.17,453.27,Air
2023-04-09 00:00:00,2023-07-09 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,581.67,Air
2022-06-12 00:00:00,2022-09-12 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,709.89,Air
8/16/22,8/18/22,Glasgow,Frankfurt,2,2166.39,327.17,578.89,Air
2023-03-07 00:00:00,2023-06-07 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,371.67,Air
7/24/23,7/27/23,Glasgow,Frankfurt,2,2166.39,396.17,450.87,Air
8/14/23,8/17/23,Glasgow,Frankfurt,2,2166.39,396.17,496.57,Air
2023-11-09 00:00:00,9/14/23,Glasgow,Frankfurt,2,2166.39,396.17,530.47,Air
7/19/22,7/22/22,Glasgow,Frankfurt,2,2166.39,327.17,436.49,Air
4/24/23,4/28/23,Glasgow,Frankfurt,2,2166.39,396.17,579.57,Air
2023-02-05 00:00:00,2023-05-05 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,414.17,Air
10/17/22,10/19/22,Glasgow,Frankfurt,2,2166.39,327.17,450.79,Air
2021-08-06 00:00:00,2021-09-06 00:00:00,Glasgow,London,2,1109.97,272.91,253.46,Air
2023-06-03 00:00:00,2023-10-03 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,453.47,Air
6/20/23,6/22/23,Glasgow,Frankfurt,2,2166.39,396.17,410.77,Air
11/13/23,11/16/23,Glasgow,Frankfurt,2,2166.39,396.17,412.17,Air
2022-05-07 00:00:00,2022-08-07 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,385.39,Air
9/20/22,9/23/22,Glasgow,Frankfurt,2,2166.39,327.17,383.99,Air
12/19/22,12/23/22,Glasgow,Frankfurt,2,2166.39,327.17,369.29,Air
6/21/22,6/24/22,Glasgow,Frankfurt,2,2166.39,327.17,659.99,Air
2022-06-09 00:00:00,2022-09-09 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,613.59,Air
11/20/23,11/23/23,Glasgow,Frankfurt,2,2166.39,396.17,453.37,Air
11/14/22,11/18/22,Glasgow,Frankfurt,2,2166.39,327.17,451.09,Air
3/27/23,3/31/23,Glasgow,Frankfurt,2,2166.39,396.17,368.17,Air
2/13/23,2/16/23,Manchester,Frankfurt,2,1665.56,304.58,587.78,Air
2022-06-09 00:00:00,2022-07-09 00:00:00,Manchester,Frankfurt,2,1665.56,377.28,676.8,Air
6/14/22,6/15/22,Manchester,Frankfurt,2,1665.56,251.53,647.0,Air
9/20/22,9/21/22,Manchester,Frankfurt,2,1665.56,251.53,859.8,Air
2023-09-05 00:00:00,2023-11-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,476.97,Air
8/30/22,8/31/22,Manchester,Frankfurt,2,1665.56,251.53,858.5,Air
2022-03-05 00:00:00,2022-05-05 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,392.17,Air
2023-11-01 00:00:00,1/13/23,Manchester,Frankfurt,2,1665.56,304.58,616.98,Air
2023-11-07 00:00:00,7/13/23,Manchester,Frankfurt,2,1665.56,456.86,684.1,Air
6/28/22,6/29/22,Manchester,Frankfurt,2,1665.56,251.53,561.9,Air
2021-05-10 00:00:00,2021-06-10 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,446.37,Air
10/25/21,10/27/21,London,Frankfurt,2,1308.3,321.67,335.72,Air
2/21/22,2/24/22,Manchester,Frankfurt,2,1665.56,251.53,551.38,Air
2022-08-02 00:00:00,2022-08-02 00:00:00,London,Frankfurt,1,654.15,160.84,188.07,Air
8/28/23,8/31/23,Manchester,Frankfurt,2,1665.56,304.58,490.97,Air
2022-09-08 00:00:00,2022-11-08 00:00:00,Manchester,Frankfurt,2,1665.56,377.28,616.8,Air
2023-04-09 00:00:00,2023-07-09 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,355.47,Air
7/27/23,7/27/23,Frankfurt,London,1,620.88,169.24,121.6,Air
3/15/22,3/18/22,Manchester,Frankfurt,2,1665.56,251.53,441.38,Air
3/28/23,3/28/23,Manchester,Frankfurt,1,832.78,152.29,734.28,Air
2023-07-06 00:00:00,6/15/23,Manchester,Frankfurt,2,1665.56,304.58,457.77,Air
3/22/22,3/24/22,Manchester,Frankfurt,2,1665.56,314.41,467.38,Air
3/29/23,3/29/23,Frankfurt,London,1,654.15,178.31,319.6,Air
3/29/22,3/29/22,Manchester,Frankfurt,1,832.78,125.77,205.78,Air
2022-07-03 00:00:00,2022-10-03 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,336.88,Air
2022-11-10 00:00:00,10/13/22,Manchester,Frankfurt,2,1665.56,314.41,530.1,Air
2022-04-07 00:00:00,2022-06-07 00:00:00,Manchester,Frankfurt,2,1665.56,314.41,478.2,Air
7/25/22,7/27/22,Manchester,Frankfurt,2,1665.56,314.41,541.2,Air
2022-12-07 00:00:00,7/14/22,Manchester,Frankfurt,2,1665.56,314.41,478.2,Air
2022-12-12 00:00:00,12/15/22,Manchester,Frankfurt,2,1665.56,314.41,520.38,Air
2022-07-07 00:00:00,2022-07-07 00:00:00,Frankfurt,London,1,620.88,152.66,239.8,Air
2023-11-04 00:00:00,4/13/23,Manchester,Frankfurt,2,1665.56,304.58,569.58,Air
4/17/23,4/20/23,Manchester,Frankfurt,2,1665.56,304.58,840.18,Air
2022-07-06 00:00:00,2022-10-06 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,568.1,Air
8/30/22,2022-01-09 00:00:00,Manchester,Frankfurt,2,1665.56,377.28,616.8,Air
2022-05-09 00:00:00,2022-07-09 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,478.6,Air
2022-04-10 00:00:00,2022-06-10 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,398.8,Air
5/22/23,5/25/23,Manchester,Frankfurt,2,1665.56,304.58,406.57,Air
2023-02-05 00:00:00,2023-04-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,406.57,Air
9/20/22,9/22/22,Manchester,Frankfurt,2,1665.56,251.53,668.1,Air
4/24/23,4/27/23,Manchester,Frankfurt,2,1665.56,304.58,650.08,Air
5/30/22,2022-01-06 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,394.67,Air
9/25/23,9/27/23,Manchester,Frankfurt,2,1665.56,304.58,445.47,Air
9/19/23,9/22/23,Manchester,Frankfurt,2,1665.56,304.58,619.77,Air
6/20/22,6/22/22,Manchester,Frankfurt,2,1665.56,314.41,529.7,Air
6/28/22,6/30/22,Manchester,Frankfurt,2,1665.56,251.53,412.5,Air
6/14/22,6/15/22,Manchester,Frankfurt,2,1665.56,251.53,572.7,Air
6/27/23,6/29/23,Manchester,Frankfurt,2,1665.56,304.58,445.07,Air
2023-04-07 00:00:00,2023-06-07 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,445.07,Air
6/20/23,6/22/23,Manchester,Frankfurt,2,1665.56,380.72,551.87,Air
3/20/23,3/23/23,Manchester,Frankfurt,2,1665.56,304.58,265.88,Air
3/13/23,3/16/23,Manchester,Frankfurt,2,1665.56,304.58,265.88,Air
2/13/23,2/16/23,Manchester,Frankfurt,2,1665.56,304.58,336.48,Air
2023-06-02 00:00:00,2023-09-02 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,326.88,Air
10/26/22,10/28/22,Manchester,Frankfurt,2,1665.56,314.41,782.5,Air
10/17/22,10/20/22,Manchester,Frankfurt,2,1665.56,314.41,812.7,Air
2023-08-01 00:00:00,2023-12-01 00:00:00,Manchester,Frankfurt,2,1665.56,380.72,525.08,Air
2022-04-07 00:00:00,2022-04-07 00:00:00,Manchester,Frankfurt,1,832.78,125.77,742.0,Air
7/17/22,7/20/22,Manchester,Frankfurt,2,1665.56,251.53,355.6,Air
2/20/23,2/23/23,Manchester,Frankfurt,2,1665.56,380.72,480.88,Air
2023-03-10 00:00:00,2023-06-10 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,521.47,Air
2023-09-05 00:00:00,2023-11-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,486.87,Air
2023-11-09 00:00:00,9/15/23,Manchester,Frankfurt,2,1665.56,304.58,619.27,Air
2022-12-09 00:00:00,9/14/22,Manchester,Frankfurt,2,1665.56,314.41,870.0,Air
2022-03-05 00:00:00,2022-03-05 00:00:00,Manchester,Frankfurt,1,832.78,125.77,211.27,Air
9/25/22,9/30/22,Manchester,Paris,2,1182.04,290.63,369.8,Air
8/21/23,8/24/23,Manchester,Frankfurt,2,1665.56,304.58,446.17,Air
8/15/23,8/17/23,Manchester,Frankfurt,2,1665.56,380.72,553.17,Air
5/15/23,5/17/23,Manchester,Frankfurt,2,1665.56,304.58,485.97,Air
7/25/23,7/25/23,Manchester,Frankfurt,1,832.78,152.29,304.77,Air
5/31/23,2023-01-06 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,538.17,Air
2022-01-11 00:00:00,2022-03-11 00:00:00,Manchester,Frankfurt,2,1665.56,314.41,639.2,Air
1/23/23,1/26/23,Manchester,Frankfurt,2,1665.56,304.58,566.68,Air
1/16/23,1/19/23,Manchester,Frankfurt,2,1665.56,380.72,474.38,Air
4/19/22,4/19/22,Manchester,Frankfurt,1,832.78,125.77,205.88,Air
2022-12-04 00:00:00,4/14/22,Manchester,Frankfurt,2,1665.56,251.53,465.68,Air
2022-04-04 00:00:00,2022-06-04 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,386.88,Air
1/31/23,2023-03-02 00:00:00,Manchester,Frankfurt,2,1665.56,380.72,465.28,Air
11/19/23,11/19/23,Manchester,Paris,2,1182.04,322.2,51.0,Air
11/19/23,11/24/23,Manchester,Paris,2,1182.04,322.2,162.67,Air
2022-08-11 00:00:00,2022-11-11 00:00:00,Manchester,Frankfurt,2,1665.56,314.41,630.98,Air
3/27/22,2022-01-04 00:00:00,Manchester,Paris,2,1182.04,290.63,146.08,Air
2/17/20,2/18/20,Manchester,Paris,2,1182.04,288.77,235.54,Air
